Predicted	Actual
[start] Bunoge n aː w̃ [end]	[start] Bunoge n a [end]
[start] Bunoge ɲ ɛː [end]	[start] Bunoge n ɛː [end]
[start] Bunoge s u n dʒ u [end]	[start] Bunoge s u g u l e [end]
[start] Bunoge g i r e [end]	[start] Bunoge g i r e [end]
[start] Bunoge w a g a [end]	[start] Bunoge w a g i [end]
[start] Bunoge t eː n [end]	[start] Bunoge t eː ŋ [end]
[start] Bunoge g eː [end]	[start] Bunoge g eː [end]
[start] Bunoge k u l e [end]	[start] Bunoge k u l e w̃ [end]
[start] Bunoge m i l i [end]	[start] Bunoge m i l ɛ [end]
[start] Bunoge t aː n d e [end]	[start] Bunoge t aː n d u [end]
[start] Bunoge g a l i [end]	[start] Bunoge k a r [end]
[start] Bunoge g i r e [end]	[start] Bunoge g i r e [end]
[start] Bunoge l a l e [end]	[start] Bunoge n a l e [end]
[start] Bunoge b a r i [end]	[start] Bunoge b a nː e [end]
[start] Bunoge ʔ u dʒ u [end]	[start] Bunoge ʔ o dʒ i [end]
[start] Bunoge t a g e [end]	[start] Bunoge t aː g e [end]
[start] Bunoge d u l a [end]	[start] Bunoge d i l ɔ [end]
[start] Bunoge k i r̃ e [end]	[start] Bunoge g aː j e [end]
[start] Bunoge n u m a [end]	[start] Bunoge n ɔː m ɔ [end]
[start] Bunoge j aː p a [end]	[start] Bunoge j aː f i [end]
[start] Bunoge k u l ɛ [end]	[start] Bunoge k u l ɛ [end]
[start] Bunoge p u dʒ u [end]	[start] Bunoge p u s u [end]
[start] Bunoge n a m a [end]	[start] Bunoge n a m a [end]
[start] Bunoge ʔ a r a [end]	[start] Bunoge ʔ a r a [end]
[start] Bunoge k a n [end]	[start] Bunoge k a n u [end]
[start] Bunoge k oː [end]	[start] Bunoge k o [end]
[start] Bunoge m ɔː [end]	[start] Bunoge m i [end]
[start] Bunoge s ɔː [end]	[start] Bunoge s ɔː w̃ [end]
[start] Bunoge l ɛ n d ɛ [end]	[start] Bunoge d ɛ n d ɛ [end]
[start] Bunoge ʔ a m b i r i [end]	[start] Bunoge ʔ a m iː r u [end]
[start] Bunoge d e g e [end]	[start] Bunoge t ɛ g ɛ [end]
[start] Bunoge b ɔ [end]	[start] Bunoge b a w [end]
[start] Bunoge b ɛ l ɛ [end]	[start] Bunoge b ɛː l ɛ [end]
[start] Bunoge s o [end]	[start] Bunoge s e [end]
[start] Bunoge d a n a [end]	[start] Bunoge d aː n a m a [end]
[start] Bunoge b a l a k e r u [end]	[start] Bunoge b a n a ŋ k u [end]
[start] Bunoge s e [end]	[start] Bunoge s e [end]
[start] Bunoge t ɛ m d ɛ r ɛ [end]	[start] Bunoge t ɛː m ɛ n d ɛ r ɛ [end]
[start] Bunoge p aː dʒ u [end]	[start] Bunoge p u s u [end]
[start] Bunoge n u ŋ g e [end]	[start] Bunoge n u ŋ ɛ [end]
[start] Bunoge n u ŋ g a [end]	[start] Bunoge n u ŋ ɔ [end]
[start] Bunoge ʔ ɔː n dʒ i [end]	[start] Bunoge b ɔ n dʒ ɛ [end]
[start] Bunoge ʔ u g u [end]	[start] Bunoge j u g u [end]
[start] Bunoge ʔ a d a n [end]	[start] Bunoge ʔ a r n a [end]
[start] Bunoge p u l o [end]	[start] Bunoge p u l o [end]
[start] Bunoge t u ŋ g u [end]	[start] Bunoge k u n d e [end]
[start] Bunoge m a n d e [end]	[start] Bunoge m a n d e [end]
[start] Bunoge b i j e [end]	[start] Bunoge b iː j e [end]
[start] Jamsay d u [end]	[start] Jamsay d eː [end]
[start] Jamsay n aː [end]	[start] Jamsay n aː [end]
[start] Jamsay ɲ ɛː [end]	[start] Jamsay n ɔː [end]
[start] Jamsay s u ŋ ɔ r u [end]	[start] Jamsay s u n [end]
[start] Jamsay dʒ i r e [end]	[start] Jamsay dʒ i r e [end]
[start] Jamsay w a ɣ a [end]	[start] Jamsay w a ɣ a [end]
[start] Jamsay t eː [end]	[start] Jamsay t i n [end]
[start] Jamsay g eː [end]	[start] Jamsay g oː [end]
[start] Jamsay k u r o [end]	[start] Jamsay k u r o j [end]
[start] Jamsay m i r̃ e [end]	[start] Jamsay m i r̃ e [end]
[start] Jamsay t aː n a [end]	[start] Jamsay t aː n [end]
[start] Jamsay g a r u [end]	[start] Jamsay dʒ eː r u [end]
[start] Jamsay g i r e [end]	[start] Jamsay dʒ i r e [end]
[start] Jamsay n a r̃ a [end]	[start] Jamsay n a r̃ a [end]
[start] Jamsay s u g o [end]	[start] Jamsay s u g o [end]
[start] Jamsay b a r u [end]	[start] Jamsay b a r a [end]
[start] Jamsay k a n a [end]	[start] Jamsay k a n a [end]
[start] Jamsay o dʒ u [end]	[start] Jamsay o dʒ u [end]
[start] Jamsay t a g a [end]	[start] Jamsay t a g u [end]
[start] Jamsay k u m ɔ [end]	[start] Jamsay k u m o [end]
[start] Jamsay d u r ɔ [end]	[start] Jamsay d u r ɔ [end]
[start] Jamsay k i r̃ e [end]	[start] Jamsay tʃ i r̃ e [end]
[start] Jamsay m a j̃ [end]	[start] Jamsay m a j̃ [end]
[start] Jamsay n u m [end]	[start] Jamsay n uː j̃ [end]
[start] Jamsay j aː p a [end]	[start] Jamsay j aː f ɛ [end]
[start] Jamsay k u r ɔ [end]	[start] Jamsay k u r ɔ [end]
[start] Jamsay p uː dʒ u [end]	[start] Jamsay p uː dʒ u [end]
[start] Jamsay a r u [end]	[start] Jamsay a r a [end]
[start] Jamsay b a r̃ u [end]	[start] Jamsay b a n [end]
[start] Jamsay g u dʒ u [end]	[start] Jamsay g u dʒ u [end]
[start] Jamsay k ɔ m ɔ [end]	[start] Jamsay k o m [end]
[start] Jamsay k a j̃ a [end]	[start] Jamsay k a ŋː ɛ [end]
[start] Jamsay d i ɣ e [end]	[start] Jamsay d i g u [end]
[start] Jamsay n ɛ m ɛ [end]	[start] Jamsay n ɛ m [end]
[start] Jamsay s ɔ j̃ [end]	[start] Jamsay s u j̃ [end]
[start] Jamsay n ɛ n ɛ [end]	[start] Jamsay n ɛ n ɛ [end]
[start] Jamsay p i l i [end]	[start] Jamsay p i r u [end]
[start] Jamsay d ɔ [end]	[start] Jamsay d ɔː [end]
[start] Jamsay b ɛ r ɛ [end]	[start] Jamsay b ɛ r ɛ [end]
[start] Jamsay dʒ ɛ m ɛ [end]	[start] Jamsay dʒ ɛ m ɛ n [end]
[start] Jamsay a m i r u [end]	[start] Jamsay a m iː r̃ u [end]
[start] Jamsay t ɛ m ɛ [end]	[start] Jamsay t ɛ m ɛ [end]
[start] Jamsay b ɛ r ɛ [end]	[start] Jamsay b ɛ r ɛ [end]
[start] Jamsay s ɔ [end]	[start] Jamsay s o [end]
[start] Jamsay d aː n a [end]	[start] Jamsay d a n a [end]
[start] Jamsay d ɛ ɣ ɛ [end]	[start] Jamsay d ɛ g ɛ [end]
[start] Jamsay p ɛ r u [end]	[start] Jamsay p ɛ r u [end]
[start] Jamsay t i m ɛ [end]	[start] Jamsay t i w̃ e [end]
[start] Jamsay k a r a [end]	[start] Jamsay k a r a [end]
[start] Jamsay dʒ a m a [end]	[start] Jamsay dʒ a m a [end]
[start] Jamsay d u m [end]	[start] Jamsay d u m [end]
[start] Jamsay b a n a k u [end]	[start] Jamsay b a n a k ũː [end]
[start] Jamsay t a r u [end]	[start] Jamsay t a r u [end]
[start] Jamsay t ɔ ŋ ɔ [end]	[start] Jamsay t ɔ ŋ [end]
[start] Jamsay d i m e [end]	[start] Jamsay d i m e [end]
[start] Jamsay p aː dʒ u [end]	[start] Jamsay p aː dʒ u [end]
[start] Jamsay k ɔ r ɔ [end]	[start] Jamsay k o r o [end]
[start] Jamsay ɲ ɛ j̃ [end]	[start] Jamsay ɲ aː [end]
[start] Jamsay d ɔ r̃ ɔ [end]	[start] Jamsay d ɔ r̃ ɔ [end]
[start] Jamsay n u ŋ ɔ [end]	[start] Jamsay n u ŋ o [end]
[start] Jamsay n i j̃ e [end]	[start] Jamsay n iː [end]
[start] Jamsay n u ŋ ɔ [end]	[start] Jamsay n u ŋ [end]
[start] Jamsay dʒ i n aː [end]	[start] Jamsay dʒ i nː aː dʒ o [end]
[start] Jamsay t ɔ j̃ [end]	[start] Jamsay t ɔː [end]
[start] Jamsay g u w ɔ [end]	[start] Jamsay g u j̃ o [end]
[start] Jamsay ɔ ɲ ɔ [end]	[start] Jamsay ɔ ɲ ɔ [end]
[start] Jamsay t a w a [end]	[start] Jamsay t ɔ w ɔ [end]
[start] Jamsay j u g u [end]	[start] Jamsay dʒ u g u [end]
[start] Jamsay b i r ɛ [end]	[start] Jamsay b i r ɛ [end]
[start] Jamsay p ɛː [end]	[start] Jamsay p ɛ̃ː [end]
[start] Jamsay d ɛː [end]	[start] Jamsay d ɛː [end]
[start] Jamsay ɛ w ɛ [end]	[start] Jamsay ɛ w ɛ [end]
[start] Jamsay dʒ a m u r u [end]	[start] Jamsay dʒ a n d u r u [end]
[start] Jamsay ɲ ɛ [end]	[start] Jamsay ɲ ɛː [end]
[start] Jamsay n ɔ j̃ [end]	[start] Jamsay n uː [end]
[start] Jamsay s i j e [end]	[start] Jamsay s eː [end]
[start] Jamsay p u r̃ ɔ [end]	[start] Jamsay p u r̃ o [end]
[start] Jamsay r e [end]	[start] Jamsay r̃ a [end]
[start] Jamsay b a r̃ a [end]	[start] Jamsay p o r o [end]
[start] Jamsay d ɛ r̃ ɛ [end]	[start] Jamsay t ɛ r ɛ [end]
[start] Mombo d u [end]	[start] Mombo d u [end]
[start] Mombo n aː [end]	[start] Mombo n aː [end]
[start] Mombo ɲ ɛː [end]	[start] Mombo n j ɛː [end]
[start] Mombo s u n dʒ u [end]	[start] Mombo s u g u l i [end]
[start] Mombo g i r i [end]	[start] Mombo g i r e [end]
[start] Mombo w a g a [end]	[start] Mombo w a g u [end]
[start] Mombo t eː n i [end]	[start] Mombo t eː ŋ [end]
[start] Mombo g eː [end]	[start] Mombo gʷ eː [end]
[start] Mombo k u l o [end]	[start] Mombo k u l e j̃ [end]
[start] Mombo m i n i [end]	[start] Mombo m iː n d ɛ [end]
[start] Mombo t aː n d u [end]	[start] Mombo t aː n d i [end]
[start] Mombo g a l e [end]	[start] Mombo k a r a [end]
[start] Mombo g i r e [end]	[start] Mombo g i r e [end]
[start] Mombo n a n a [end]	[start] Mombo n a l e [end]
[start] Mombo s u g e [end]	[start] Mombo s i g e [end]
[start] Mombo k a n d a [end]	[start] Mombo k a n d a [end]
[start] Mombo o dʒ u [end]	[start] Mombo o dʒ i [end]
[start] Mombo t a g e [end]	[start] Mombo t a g j eː [end]
[start] Mombo k u m b o [end]	[start] Mombo k u m b e [end]
[start] Mombo d u l ɔ [end]	[start] Mombo d u l ɔ [end]
[start] Mombo m aː [end]	[start] Mombo m a j e [end]
[start] Mombo n u m a [end]	[start] Mombo n uː m o [end]
[start] Mombo j aː p e [end]	[start] Mombo j aː f i [end]
[start] Mombo k u l ɛ [end]	[start] Mombo k u l ɛ [end]
[start] Mombo p u dʒ u [end]	[start] Mombo p u dʒ u [end]
[start] Mombo n a m a [end]	[start] Mombo n a m a [end]
[start] Mombo a r a [end]	[start] Mombo a r a [end]
[start] Mombo b a n i [end]	[start] Mombo b u n u [end]
[start] Mombo g u dʒ u [end]	[start] Mombo g u dʒ u [end]
[start] Mombo k oː [end]	[start] Mombo k oː [end]
[start] Mombo d i g u [end]	[start] Mombo d i g e [end]
[start] Mombo m ɛː [end]	[start] Mombo m i [end]
[start] Mombo d a m b u [end]	[start] Mombo t u m b j eː [end]
[start] Mombo n ɛ n d ɛ [end]	[start] Mombo n eː n d e [end]
[start] Mombo b ɛ r ɛ [end]	[start] Mombo p i dʒ i [end]
[start] Mombo z ɛ m b ɛ [end]	[start] Mombo d ɛ m b ɛ [end]
[start] Mombo a m b u [end]	[start] Mombo a m i l i [end]
[start] Mombo b ɛː [end]	[start] Mombo b aː [end]
[start] Mombo t ɛ m b ɛ [end]	[start] Mombo t ɛ m b ɛ [end]
[start] Mombo d aː n a [end]	[start] Mombo d aː n a [end]
[start] Mombo t oː r o [end]	[start] Mombo t aː r e [end]
[start] Mombo p ɛː l u [end]	[start] Mombo p ɛː l u [end]
[start] Mombo k a r a [end]	[start] Mombo k a r a [end]
[start] Mombo z a m b a [end]	[start] Mombo dʒ a m b a [end]
[start] Mombo d u m b u [end]	[start] Mombo d u m b e [end]
[start] Mombo b a n a k u [end]	[start] Mombo b a l a k ũː [end]
[start] Mombo s e [end]	[start] Mombo s iː [end]
[start] Mombo p aː dʒ u [end]	[start] Mombo p a dʒ u [end]
[start] Mombo k ɔ l ɔ [end]	[start] Mombo k o l o [end]
[start] Mombo n o j e [end]	[start] Mombo n oː j e [end]
[start] Mombo g i nː aː [end]	[start] Mombo g i nː aː d i [end]
[start] Mombo g u ɛː [end]	[start] Mombo g j eː [end]
[start] Mombo t a b a [end]	[start] Mombo t a b j eː [end]
[start] Mombo j u g u [end]	[start] Mombo dʒ u g u [end]
[start] Mombo t eː n i [end]	[start] Mombo t eː [end]
[start] Mombo a d u n ɔ [end]	[start] Mombo a r u n a [end]
[start] Mombo ɲ ɛː [end]	[start] Mombo ɲ ɛː [end]
[start] Mombo n ɛː [end]	[start] Mombo nʷ ɛː [end]
[start] Mombo p u l o [end]	[start] Mombo p u l u [end]
[start] Mombo r e [end]	[start] Mombo r e [end]
[start] Mombo m a n d e [end]	[start] Mombo m a n d e [end]
[start] Mombo b i j e [end]	[start] Mombo b iː j e [end]
[start] Najamba d e [end]	[start] Najamba d i [end]
[start] Najamba n a ŋ a [end]	[start] Najamba n ɛː [end]
[start] Najamba ɲ ɛː [end]	[start] Najamba n ɛ [end]
[start] Najamba s u n g uː [end]	[start] Najamba s u n uː [end]
[start] Najamba g i r e [end]	[start] Najamba g i r e [end]
[start] Najamba w a g a [end]	[start] Najamba w a g i [end]
[start] Najamba t eː n e [end]	[start] Najamba t eː ŋ [end]
[start] Najamba g e [end]	[start] Najamba gʷ e [end]
[start] Najamba k u l e [end]	[start] Najamba k u l e j [end]
[start] Najamba m i n ɛ [end]	[start] Najamba m i n ɛ [end]
[start] Najamba t aː n d e [end]	[start] Najamba t aː n d iː [end]
[start] Najamba g a l e [end]	[start] Najamba g a l i [end]
[start] Najamba g i r e [end]	[start] Najamba g i r o [end]
[start] Najamba n a n a [end]	[start] Najamba n a l [end]
[start] Najamba s u g e [end]	[start] Najamba s u g i [end]
[start] Najamba b a r e [end]	[start] Najamba b a r [end]
[start] Najamba k a n d aː [end]	[start] Najamba k a n d aː [end]
[start] Najamba t a g e [end]	[start] Najamba t a g iː [end]
[start] Najamba k u m b e [end]	[start] Najamba k u m b u [end]
[start] Najamba d u l ɛ [end]	[start] Najamba d u l ɔː [end]
[start] Najamba k i n a [end]	[start] Najamba k i n a [end]
[start] Najamba m a j ɛ [end]	[start] Najamba m aː [end]
[start] Najamba n u m a [end]	[start] Najamba n u m iː [end]
[start] Najamba j a b e [end]	[start] Najamba j aː f ɛ [end]
[start] Najamba k u l ɛ [end]	[start] Najamba k u l ɛ [end]
[start] Najamba p u dʒ uː [end]	[start] Najamba b u dʒ uː [end]
[start] Najamba n a m a [end]	[start] Najamba n a m aː [end]
[start] Najamba a r a [end]	[start] Najamba a r a [end]
[start] Najamba b a n e [end]	[start] Najamba b a n e [end]
[start] Najamba g u dʒ uː [end]	[start] Najamba g u dʒ u [end]
[start] Najamba k ɔ m b ɛ [end]	[start] Najamba k o m b iː [end]
[start] Najamba k a n ɛː [end]	[start] Najamba k a ŋː e [end]
[start] Najamba d i g e [end]	[start] Najamba d i g i n [end]
[start] Najamba m ɔː [end]	[start] Najamba m [end]
[start] Najamba d a m b e [end]	[start] Najamba d a m b i [end]
[start] Najamba n ɛ m ɛː [end]	[start] Najamba n ɛ m g o [end]
[start] Najamba s ɔ j ɛ [end]	[start] Najamba sʷ ɛ j [end]
[start] Najamba n ɛ n d ɛ [end]	[start] Najamba n ɛ n d ɔː [end]
[start] Najamba p i l ɛː [end]	[start] Najamba p i l ɛ [end]
[start] Najamba d ɛ [end]	[start] Najamba dʷ [end]
[start] Najamba a m b i l i [end]	[start] Najamba a m b i r i [end]
[start] Najamba t e g e [end]	[start] Najamba t e g i [end]
[start] Najamba b a [end]	[start] Najamba b aː [end]
[start] Najamba t o r i [end]	[start] Najamba t ɛː r ɛ [end]
[start] Najamba t i m ɛ [end]	[start] Najamba t i m ɔː [end]
[start] Najamba k a r a [end]	[start] Najamba k a r aː [end]
[start] Najamba dʒ a m b e [end]	[start] Najamba dʒ a m b ɛ [end]
[start] Najamba d u m b uː [end]	[start] Najamba d u m b e [end]
[start] Najamba b a n a k e l [end]	[start] Najamba b a n a ŋ k uː [end]
[start] Najamba j e [end]	[start] Najamba j o [end]
[start] Najamba k o l e [end]	[start] Najamba k o l oː [end]
[start] Najamba d ɔ n ɛ [end]	[start] Najamba t u l ɛ [end]
[start] Najamba n iː [end]	[start] Najamba n o j [end]
[start] Najamba n u ŋ g a [end]	[start] Najamba ŋ w a n aː [end]
[start] Najamba g i n aː dʒ e [end]	[start] Najamba g i n e [end]
[start] Najamba ɔ n dʒ ɛ [end]	[start] Najamba o n dʒ i [end]
[start] Najamba p a g a [end]	[start] Najamba p a g aː [end]
[start] Najamba j u g e [end]	[start] Najamba dʒ u g i n [end]
[start] Najamba b i r ɛ [end]	[start] Najamba b i r ɔː [end]
[start] Najamba a d u n ɛː [end]	[start] Najamba a d u n a [end]
[start] Najamba g o dʒ e [end]	[start] Najamba g o dʒ i [end]
[start] Najamba n ɛː [end]	[start] Najamba ŋ w ɛ [end]
[start] Najamba s eː [end]	[start] Najamba s iː [end]
[start] Najamba r e [end]	[start] Najamba r [end]
[start] Najamba m a n d e [end]	[start] Najamba m a n d i [end]
[start] Najamba b i j e [end]	[start] Najamba b i j [end]
[start] Nanga d u [end]	[start] Nanga d uː j i [end]
[start] Nanga n aː [end]	[start] Nanga n a ŋ a [end]
[start] Nanga n ɔː [end]	[start] Nanga n ɔː [end]
[start] Nanga s u r̃ i [end]	[start] Nanga s u ŋ u r̃ i [end]
[start] Nanga g i r i [end]	[start] Nanga g i r e [end]
[start] Nanga w a g i [end]	[start] Nanga w a g a [end]
[start] Nanga t eː r̃ i [end]	[start] Nanga t i r̃ i [end]
[start] Nanga g o o [end]	[start] Nanga g oː [end]
[start] Nanga k u r o j [end]	[start] Nanga k u r e [end]
[start] Nanga m i r̃ i [end]	[start] Nanga m i r̃ e [end]
[start] Nanga t aː n d i [end]	[start] Nanga t aː n d iː [end]
[start] Nanga k a r i [end]	[start] Nanga g a r i [end]
[start] Nanga g i r i [end]	[start] Nanga g i r e [end]
[start] Nanga n a r̃ a [end]	[start] Nanga n a r̃ a [end]
[start] Nanga s i g i [end]	[start] Nanga s i g e [end]
[start] Nanga b a r i [end]	[start] Nanga b aː r i [end]
[start] Nanga k a n d a [end]	[start] Nanga k a n d a [end]
[start] Nanga o s i [end]	[start] Nanga o s i [end]
[start] Nanga t a g i [end]	[start] Nanga t a g a [end]
[start] Nanga k u m b e [end]	[start] Nanga k u m b o [end]
[start] Nanga d u r ɔ [end]	[start] Nanga d u r a [end]
[start] Nanga k i r̃ e j̃ [end]	[start] Nanga k i r̃ a [end]
[start] Nanga m aː [end]	[start] Nanga m aː [end]
[start] Nanga n u m o [end]	[start] Nanga n i m iː [end]
[start] Nanga n a m a [end]	[start] Nanga n a m a [end]
[start] Nanga a r i [end]	[start] Nanga a r a [end]
[start] Nanga b a r̃ i [end]	[start] Nanga b a r̃ i [end]
[start] Nanga g u s i [end]	[start] Nanga g u s i [end]
[start] Nanga k ɔ m b i [end]	[start] Nanga k o m b i [end]
[start] Nanga k a [end]	[start] Nanga k a ŋ ɛ [end]
[start] Nanga k oː [end]	[start] Nanga k uː [end]
[start] Nanga d i g i [end]	[start] Nanga d i g a [end]
[start] Nanga m i [end]	[start] Nanga m i [end]
[start] Nanga d a m b i [end]	[start] Nanga d a m b i [end]
[start] Nanga n ɛ m [end]	[start] Nanga n ɛː m i [end]
[start] Nanga s ɔ j̃ [end]	[start] Nanga s u j ɛ [end]
[start] Nanga n ɛ n d ɛ [end]	[start] Nanga n ɛ n d ɛ [end]
[start] Nanga p i r i [end]	[start] Nanga p i r i [end]
[start] Nanga d ɔː [end]	[start] Nanga d ɔː [end]
[start] Nanga b ɛ r i [end]	[start] Nanga b e n d e [end]
[start] Nanga dʒ ɛ m b ɛ [end]	[start] Nanga dʒ ɛ m b ɛ [end]
[start] Nanga a m b i r i [end]	[start] Nanga a m b e r i [end]
[start] Nanga t e g e [end]	[start] Nanga t e g e [end]
[start] Nanga b aː [end]	[start] Nanga b aː [end]
[start] Nanga t ɛ m b i [end]	[start] Nanga t ɛ m b i [end]
[start] Nanga b ɛ r ɛ [end]	[start] Nanga b ɛ r ɛ [end]
[start] Nanga s ɔ [end]	[start] Nanga s o [end]
[start] Nanga d aː n a [end]	[start] Nanga a n t aː r i [end]
[start] Nanga d ɛ g ɛ [end]	[start] Nanga d ɛ g ɛ [end]
[start] Nanga t aː r i [end]	[start] Nanga k ɛː r i [end]
[start] Nanga p ɛ r i [end]	[start] Nanga p ɛː r u [end]
[start] Nanga t i m ɛ [end]	[start] Nanga t u m a [end]
[start] Nanga dʒ a m b a [end]	[start] Nanga dʒ a m b i [end]
[start] Nanga d u m b i [end]	[start] Nanga d u m b i [end]
[start] Nanga t a r i [end]	[start] Nanga t aː r i [end]
[start] Nanga t ɔ ŋ d i [end]	[start] Nanga t ɔ ŋ ɔ [end]
[start] Nanga s e [end]	[start] Nanga s i r i [end]
[start] Nanga d i m b i [end]	[start] Nanga g i m b e [end]
[start] Nanga t ɛ m d ɛ r ɛ [end]	[start] Nanga t ɛː m ɛ d e r ɛ [end]
[start] Nanga j u [end]	[start] Nanga j uː [end]
[start] Nanga ɲ ɛː [end]	[start] Nanga n a r̃ i [end]
[start] Nanga d ɔ r̃ ɔ [end]	[start] Nanga t u r ɔ [end]
[start] Nanga n u ŋ g i [end]	[start] Nanga n u ŋ i [end]
[start] Nanga n ɔ j̃ [end]	[start] Nanga n i j̃ ɛ [end]
[start] Nanga n u ŋ g i [end]	[start] Nanga n u ŋ a [end]
[start] Nanga g i n aː [end]	[start] Nanga g i n aː dʒ i [end]
[start] Nanga g u w ɔ [end]	[start] Nanga g u r o [end]
[start] Nanga ɔ n dʒ i [end]	[start] Nanga ɔ n dʒ i [end]
[start] Nanga p a g a [end]	[start] Nanga p a g a [end]
[start] Nanga t a w a [end]	[start] Nanga t a w a [end]
[start] Nanga j u g i [end]	[start] Nanga dʒ u g u [end]
[start] Nanga t eː r̃ i [end]	[start] Nanga t i r̃ i [end]
[start] Nanga b i r ɛ [end]	[start] Nanga b i r a [end]
[start] Nanga p ɛː [end]	[start] Nanga p ɛː [end]
[start] Nanga g o s i [end]	[start] Nanga g e s i [end]
[start] Nanga ɛ w ɛ [end]	[start] Nanga ɛ w ɛ [end]
[start] Nanga n ɔː [end]	[start] Nanga n u j̃ [end]
[start] Nanga s eː [end]	[start] Nanga s i j̃ ɛ [end]
[start] Nanga p u r̃ a [end]	[start] Nanga p u r̃ o [end]
[start] Nanga r̃ i [end]	[start] Nanga r i [end]
[start] Nanga t u ŋ g i [end]	[start] Nanga t u ŋ i [end]
[start] Nanga m a n d i [end]	[start] Nanga m a n d i [end]
[start] Nanga b i j e [end]	[start] Nanga b i j e [end]
[start] Nanga b a r̃ a [end]	[start] Nanga dʒ a r̃ a [end]
[start] Nanga t ɛ w ɛ [end]	[start] Nanga d ɛ r̃ i [end]
[start] Penange d u [end]	[start] Penange d u [end]
[start] Penange n ɛː [end]	[start] Penange n aː [end]
[start] Penange ɲ ɛː [end]	[start] Penange n ɛː [end]
[start] Penange s u n dʒ u [end]	[start] Penange s u g u l j e [end]
[start] Penange g i r e [end]	[start] Penange g i r e [end]
[start] Penange w a g a [end]	[start] Penange w a g e [end]
[start] Penange t eː n [end]	[start] Penange t eː ŋ [end]
[start] Penange g eː [end]	[start] Penange g uː [end]
[start] Penange k u l o [end]	[start] Penange k u l eː n i [end]
[start] Penange m i l e [end]	[start] Penange m i l ɛ [end]
[start] Penange t aː n d u [end]	[start] Penange t aː n d i [end]
[start] Penange g a l a [end]	[start] Penange k a r a [end]
[start] Penange g i r e [end]	[start] Penange g i r e [end]
[start] Penange n a l e [end]	[start] Penange n a l e [end]
[start] Penange s u g o [end]	[start] Penange s i g e [end]
[start] Penange b a r o [end]	[start] Penange b a r g e [end]
[start] Penange k a n d a [end]	[start] Penange k a n d a [end]
[start] Penange o dʒ u [end]	[start] Penange o dʒ u [end]
[start] Penange t a g e [end]	[start] Penange t a dʒː e [end]
[start] Penange k u m b o [end]	[start] Penange k u m b e [end]
[start] Penange d u l ɔ [end]	[start] Penange d u l ɔ [end]
[start] Penange n u m a [end]	[start] Penange n ɔː m [end]
[start] Penange j aː p [end]	[start] Penange j aː f i [end]
[start] Penange k u l ɛ [end]	[start] Penange k u l ɛ [end]
[start] Penange p u dʒ u [end]	[start] Penange p u g u dʒ ã [end]
[start] Penange n a m a [end]	[start] Penange n a m a [end]
[start] Penange a r a [end]	[start] Penange a r a [end]
[start] Penange g u dʒ u [end]	[start] Penange g u dʒ u [end]
[start] Penange k a j a [end]	[start] Penange k a n [end]
[start] Penange k uː [end]	[start] Penange k oː [end]
[start] Penange d i g e [end]	[start] Penange d i g i [end]
[start] Penange m ɛː [end]	[start] Penange m i [end]
[start] Penange d a m b e [end]	[start] Penange t u m b u [end]
[start] Penange n ɛ m ɛ [end]	[start] Penange n ɛ m [end]
[start] Penange n ɛ n d ɛ [end]	[start] Penange n ɛ m d ɛ [end]
[start] Penange dʒ ɛ m b ɛ [end]	[start] Penange d ɛ m b ɛ [end]
[start] Penange t e g e [end]	[start] Penange d e g e [end]
[start] Penange t ɛ m b ɛ [end]	[start] Penange t e m b e [end]
[start] Penange d aː n a [end]	[start] Penange d aː n a m a [end]
[start] Penange d ɛ g ɛ [end]	[start] Penange d ɛ g ɛ [end]
[start] Penange t o r o [end]	[start] Penange t aː r e [end]
[start] Penange p ɛː l [end]	[start] Penange p ɛː l [end]
[start] Penange k a r a [end]	[start] Penange k a r a [end]
[start] Penange s e l [end]	[start] Penange s e [end]
[start] Penange t ɛ m ɛ n ɛ [end]	[start] Penange t ɛː m d ɛ r ɛ [end]
[start] Penange k ɔ l ɔ [end]	[start] Penange k o l o [end]
[start] Penange ɲ ɛː [end]	[start] Penange ɲ aː [end]
[start] Penange n eː [end]	[start] Penange n o e [end]
[start] Penange g u ɛː [end]	[start] Penange g u j e [end]
[start] Penange dʒ u g u [end]	[start] Penange j u g u [end]
[start] Penange a d u n [end]	[start] Penange a r n a [end]
[start] Penange d ɛː [end]	[start] Penange d ɛː [end]
[start] Penange ɲ ɛː [end]	[start] Penange ɲ ɛː [end]
[start] Penange p u l o [end]	[start] Penange p u l o [end]
[start] Penange r e [end]	[start] Penange r ɛ [end]
[start] Penange m a n d u [end]	[start] Penange m a n d e [end]
[start] Penange b i j e [end]	[start] Penange b i j e [end]
[start] Perge_Tegu d u [end]	[start] Perge_Tegu d i [end]
[start] Perge_Tegu n aː [end]	[start] Perge_Tegu n a ŋ a [end]
[start] Perge_Tegu n ɔː [end]	[start] Perge_Tegu n ɛː [end]
[start] Perge_Tegu s u r̃ u [end]	[start] Perge_Tegu s u ŋ u r̃ u [end]
[start] Perge_Tegu g i r e [end]	[start] Perge_Tegu g i r e [end]
[start] Perge_Tegu w a g a [end]	[start] Perge_Tegu w a g a [end]
[start] Perge_Tegu t eː r̃ u [end]	[start] Perge_Tegu t i r̃ i [end]
[start] Perge_Tegu g o [end]	[start] Perge_Tegu g oː [end]
[start] Perge_Tegu k u r o j [end]	[start] Perge_Tegu k u r oː j [end]
