Predicted	Actual
[start] Gumer ʔ ɨ z [end]	[start] Gumer ʔ ɨ n z ɨ r [end]
[start] Gumer ʔ a n g ə [end]	[start] Gumer ʔ a n g ə t [end]
[start] Gumer ʒ ɨ s [end]	[start] Gumer ʒ ə tʼ ə [end]
[start] Gumer ʔ ɨ t ə r [end]	[start] Gumer g e t ə r ə [end]
[start] Gumer t ə n [end]	[start] Gumer t ə n [end]
[start] Gumer h ɨ x t [end]	[start] Gumer x w e t [end]
[start] Gumer ʔ a x a [end]	[start] Gumer ʔ a x ə [end]
[start] Gumer b ə s ə [end]	[start] Gumer b ə kː j ə m [end]
[start] Gumer ʒ ɨ x w ə [end]	[start] Gumer ʒ ə x w ə r ə [end]
[start] Gumer ʔ ɨ s w a b t [end]	[start] Gumer ʔ a t e b ə t [end]
[start] Gumer t u m a [end]	[start] Gumer t u mː a [end]
[start] Gumer m ɨ tʼ a d [end]	[start] Gumer m ɨ d a d [end]
[start] Gumer ʔ ɨ g [end]	[start] Gumer ʔ ə g ɨ r [end]
[start] Gumer ʔ a x a [end]	[start] Gumer ʔ ə x w a [end]
[start] Gumer s a x a [end]	[start] Gumer s a h i n [end]
[start] Gumer s ə r s ə n b a [end]	[start] Gumer w ɨ r s ə n b ə t [end]
[start] Gumer d a b o [end]	[start] Gumer d a bː o [end]
[start] Gumer w ɨ r [end]	[start] Gumer w ɨ r [end]
[start] Gumer b ɨ z ə z [end]	[start] Gumer n ə z ə z ə m [end]
[start] Gumer f ɨ j ə j [end]	[start] Gumer f e kʼ [end]
[start] Gumer m ɨ kʼ w ə [end]	[start] Gumer m w ə kʼ [end]
[start] Gumer tʼ ai̯ [end]	[start] Gumer tʼ ai̯ [end]
[start] Gumer w ɨ z a t [end]	[start] Gumer w ɨ z a t [end]
[start] Gumer ʔ ɨ m g a d [end]	[start] Gumer ʔ e m ə n ə [end]
[start] Gumer m ɨ ʃ t [end]	[start] Gumer m ɨ ʃ t [end]
[start] Gumer ʔ a l g a [end]	[start] Gumer ʔ a l g a [end]
[start] Gumer kʼ ə m i s [end]	[start] Gumer kʼ ə m i s [end]
[start] Gumer ʔ ɨ m a r [end]	[start] Gumer ʔ ɨ m a r [end]
[start] Gumer j ɨ x w a [end]	[start] Gumer j ə x u t [end]
[start] Gumer k ə n f ə r [end]	[start] Gumer k ə n f ə r [end]
[start] Gumer b ə ²¹ o k l [end]	[start] Gumer b ə kʼ w ə lː o [end]
[start] Gumer w ɨ tʼ w a t [end]	[start] Gumer w ɨ tʼ ə t [end]
[start] Gumer t ɨ r a s [end]	[start] Gumer t ɨ r a s [end]
[start] Gumer ʔ ɨ m [end]	[start] Gumer ʔ ɨ m ɨ r [end]
[start] Gumer m ə r k a m a [end]	[start] Gumer m ə r k a mː a [end]
[start] Gumer ʔ ɨ x [end]	[start] Gumer ʔ ə h ɨ r [end]
[start] Gumer ʃ e m ə j a [end]	[start] Gumer ʃ e m ə m [end]
[start] Gumer r ə k b a [end]	[start] Gumer n ə kː ə b ə m [end]
[start] Gumer b ɨ ʃ a [end]	[start] Gumer b ɨ ʃː a [end]
[start] Gumer kʼ ɨ s a [end]	[start] Gumer kʼ ə t a s ə n b ə t [end]
[start] Gumer ʔ a j ə [end]	[start] Gumer ʔ a ʃː ə m [end]
[start] Gumer d ɨ n g ə [end]	[start] Gumer d ɨ n g ə t [end]
[start] Gumer h ɨ n o m [end]	[start] Gumer x ɨ n o [end]
[start] Gumer n ə g ə [end]	[start] Gumer n ə g ə [end]
[start] Gumer b ə t ɨ t [end]	[start] Gumer b ə t ɨ t [end]
[start] Gumer kʼ ə b ə t o [end]	[start] Gumer kʼ ə b ə tː o [end]
[start] Gumer dʒ ɨ m a t [end]	[start] Gumer dʒ ɨ m a t [end]
[start] Gumer ʔ a g ə z [end]	[start] Gumer ʔ a g ə z ə m [end]
[start] Gumer h ɨ x a [end]	[start] Gumer x j ɨ t [end]
[start] Gumer b ə r tʃ u m a [end]	[start] Gumer b o r tʃʼ u m a [end]
[start] Gumer z ɨ x [end]	[start] Gumer z ɨ [end]
[start] Gumer ʔ ɨ t a [end]	[start] Gumer ʔ e t ə t a [end]
[start] Gumer h ɨ n a [end]	[start] Gumer x ɨ n ə [end]
[start] Gumer ʔ a n g a tʃ a [end]	[start] Gumer ʔ a n g a tʃː a [end]
[start] Gumer h ɨ t a [end]	[start] Gumer x u t [end]
[start] Gumer g ə n tʃ ə [end]	[start] Gumer g w ə n tʃ ə [end]
[start] Gumer d ə n g ə [end]	[start] Gumer d ə n g ə n ə [end]
[start] Gumer ʔ a s ə b [end]	[start] Gumer ʔ a sː o [end]
[start] Gumer n ə s ə kʼ [end]	[start] Gumer n ə tʼ ə kʼ ə m [end]
[start] Gumer ʔ ə x w a [end]	[start] Gumer ʔ ə kː w a [end]
[start] Gumer ʔ ɨ x a [end]	[start] Gumer ʔ ɨ x a [end]
[start] Gumer tʼ ɨ kʼ u [end]	[start] Gumer tʼ ɨ k w ɨ r [end]
[start] Gumer ʔ ɨ n [end]	[start] Gumer ʔ ɨ nː ɨ m [end]
[start] Gumer ʔ ɨ k [end]	[start] Gumer n ɨ kʼ j ə [end]
[start] Gumer tʃ ə k a r [end]	[start] Gumer tʃ ə kː ə r ə m [end]
[start] Gumer m ɨ s a [end]	[start] Gumer m w ə s a [end]
[start] Gumer d a w a [end]	[start] Gumer d a tː a [end]
[start] Gumer t ɨ k [end]	[start] Gumer t ɨ k ə [end]
[start] Gumer ʔ a d o [end]	[start] Gumer ʔ a zː o [end]
[start] Gumer g ɨ j ə [end]	[start] Gumer g ɨ j ə [end]
[start] Gumer kʼ w ə n tʃ [end]	[start] Gumer kʼ w ə n tʃʼ ə [end]
[start] Gumer g u n g a r [end]	[start] Gumer g u n ə r [end]
[start] Gumer g u n g a r [end]	[start] Gumer g u n ə r [end]
[start] Gumer b ɨ m a [end]	[start] Gumer m ə m ɨ r [end]
[start] Gumer m e n a [end]	[start] Gumer m e n a [end]
[start] Gumer kʼ ə s ə m [end]	[start] Gumer kʼ ə s ə m [end]
[start] Gumer kʼ a r e j a [end]	[start] Gumer kʼ a r ɨ j a [end]
[start] Gumer l e b a [end]	[start] Gumer n ə b a [end]
[start] Gumer dʒ ɨ n dʒ ɨ r [end]	[start] Gumer dʒ ə n dʒ ɨ r [end]
[start] Gumer w ə w ə sː [end]	[start] Gumer w ə s n o t [end]
[start] Gumer g ə b a t [end]	[start] Gumer g ə pː a t [end]
[start] Gumer w ə t e [end]	[start] Gumer t a b o t [end]
[start] Gumer k u t a [end]	[start] Gumer k u tː a r a [end]
[start] Gumer m ɨ t o [end]	[start] Gumer m ə t o [end]
[start] Gumer g w ə p a [end]	[start] Gumer g w ə pː ai̯ [end]
[start] Gumer d a n g a [end]	[start] Gumer d a n g a [end]
[start] Gumer kʼ a w a [end]	[start] Gumer kʼ a w a [end]
[start] Gumer tʃ ə w a tʃ [end]	[start] Gumer tʃ ə w a tʃ [end]
[start] Gumer kʼ ə b ə r [end]	[start] Gumer kʼ ə w ə r ə [end]
[start] Gumer ʔ ɨ n [end]	[start] Gumer x j ɨ n [end]
[start] Gumer kʼ ə n d ə m [end]	[start] Gumer kʼ ɨ n e m a [end]
[start] Gumer t ə h a [end]	[start] Gumer t ə x a n kʼ e [end]
[start] Gumer m ɨ r a [end]	[start] Gumer m ɨ r kʼ a r [end]
[start] Gumer g e z [end]	[start] Gumer g a m w ə [end]
[start] Gumer tʃ ə n [end]	[start] Gumer tʃ ə n ə [end]
[start] Gumer dʒ ə pː ə r [end]	[start] Gumer dʒ ə pː ə r ə [end]
[start] Gumer ʔ o z a t [end]	[start] Gumer ʔ o z a t [end]
[start] Gumer ʔ ɨ m a m [end]	[start] Gumer ʔ e m a [end]
[start] Gumer tʃʼ e t [end]	[start] Gumer tʃʼ e t [end]
[start] Gura d ə m [end]	[start] Gura d ə m [end]
[start] Gura ʔ a tʼ i m [end]	[start] Gura ʔ a tʼ ɨ m [end]
[start] Gura g a m a l a [end]	[start] Gura g a m e r a [end]
[start] Gura d a b ə [end]	[start] Gura d a b ə r a [end]
[start] Gura n ɨ g u s [end]	[start] Gura n ɨ g w s [end]
[start] Gura b ɨ kʼ ə r ə [end]	[start] Gura b ɨ kʼ u r ə [end]
[start] Gura h a t a [end]	[start] Gura ʔ a t [end]
[start] Gura r u z [end]	[start] Gura r u z [end]
[start] Gura s ə b a [end]	[start] Gura s ə b a t [end]
[start] Gura h a n i r [end]	[start] Gura ʔ a tʃʼ ɨ r [end]
[start] Gura s ɨ dː i s t [end]	[start] Gura s ɨ dː ɨ s t [end]
[start] Gura ʔ a s i r [end]	[start] Gura ʔ a s ɨ r [end]
[start] Gura s e s t a [end]	[start] Gura s o s t [end]
[start] Gura h a m u s [end]	[start] Gura ʔ a m u s [end]
[start] Gura m a n a [end]	[start] Gura m w a n [end]
[start] Gura d ə b ə r a m [end]	[start] Gura d ə p ə r ə m [end]
[start] Gura tʼ ɨ b ə [end]	[start] Gura tʼ u [end]
[start] Gura s ə tʃʼ ə j [end]	[start] Gura s ə tʃʼ ə [end]
[start] Gura ʔ eː n [end]	[start] Gura ʔ e n [end]
[start] Gura ʔ a r a t a [end]	[start] Gura ʔ a r b ə t [end]
[start] Gura m u r a [end]	[start] Gura m u r a [end]
[start] Gura f ə r ə z [end]	[start] Gura f ə r ə z [end]
[start] Gura kʼ ɨ m a l [end]	[start] Gura kʼ ɨ m a r [end]
[start] Gura b ə r a [end]	[start] Gura b o r a [end]
[start] Gura d ɨ b a kʼ [end]	[start] Gura d ɨ w a kʼ u l a [end]
[start] Gura h ɨ r a b i [end]	[start] Gura ʔ ə r o [end]
[start] Gura ʔ ɨ f a s [end]	[start] Gura ʔ ɨ n f a s [end]
[start] Gura s ə fː ə s ə m [end]	[start] Gura n ə f ə s ə m [end]
[start] Gura l ə r a m [end]	[start] Gura ʔ ə r a m [end]
[start] Gura s ɨ m u [end]	[start] Gura s ɨ m u t [end]
[start] Gura h a m i [end]	[start] Gura ʔ a m ɨ s t [end]
[start] Gura z ɨ n a b [end]	[start] Gura z ɨ r a b [end]
[start] Gura z ə r i [end]	[start] Gura z ə r [end]
[start] Gura tʼ ə b a [end]	[start] Gura t ə p w ə m [end]
[start] Gura s ɨ n e [end]	[start] Gura s ɨ n e [end]
[start] Gura kʼ a l [end]	[start] Gura kʼ a r [end]
[start] Gura h a m b e r [end]	[start] Gura ʔ a m b ɨ r [end]
[start] Gura d ə r ə kʼ [end]	[start] Gura tʼ ɨ r ə kʼ [end]
[start] Gura ʔ ɨ n kʼ u kʼ t a [end]	[start] Gura ʔ ɨ n kʼ w ɨ r a [end]
[start] Gura ʔ a b a [end]	[start] Gura ʔ a b [end]
[start] Gura ʔ ɨ z i [end]	[start] Gura ʔ ɨ n z ɨ r [end]
[start] Gura ʔ a n g ə t [end]	[start] Gura ʔ a n g ə t [end]
[start] Gura ʒ ə tʼ ə ɲː [end]	[start] Gura ʒ ə tʼ ə [end]
[start] Gura j eː t ə r ə [end]	[start] Gura g e t ə r ə [end]
[start] Gura t ə n a [end]	[start] Gura t ə n [end]
[start] Gura h ɨ t e [end]	[start] Gura x w e t [end]
[start] Gura ʔ a n a [end]	[start] Gura ʔ a x ə [end]
[start] Gura b ə x ə [end]	[start] Gura b ə k ə m [end]
[start] Gura ʒ ə x a n [end]	[start] Gura ʒ ə x w ə r ə [end]
[start] Gura ʔ ɨ s e b ə t [end]	[start] Gura ʔ a tʼ e b ə [end]
[start] Gura t u m a [end]	[start] Gura t u mː a [end]
[start] Gura m ɨ d a d [end]	[start] Gura m ɨ d a d [end]
[start] Gura ʔ ɨ g i r [end]	[start] Gura ʔ ə g ɨ r [end]
[start] Gura ʔ a x a [end]	[start] Gura ʔ ə x w a [end]
[start] Gura s a h a n [end]	[start] Gura s a h i n [end]
[start] Gura s ə r s ə n b ə [end]	[start] Gura w u r s ə n b ə t [end]
[start] Gura d a b o [end]	[start] Gura d a bː o [end]
[start] Gura w ɨ r e [end]	[start] Gura w ɨ r [end]
[start] Gura z ɨ z ə z ə z [end]	[start] Gura n ə z ə z ə m [end]
[start] Gura f ɨ Gura j ə [end]	[start] Gura f e kʼ [end]
[start] Gura j u kʼ a kʼ [end]	[start] Gura m w ə kʼ [end]
[start] Gura tʼ ai̯ [end]	[start] Gura tʼ e [end]
[start] Gura w ɨ z a t [end]	[start] Gura w ɨ z a t [end]
[start] Gura h e n g ə [end]	[start] Gura ʔ e m ə n a [end]
[start] Gura m ɨ ʃ t [end]	[start] Gura m ɨ ʃ t [end]
[start] Gura ʔ a l g a [end]	[start] Gura ʔ a r g a [end]
[start] Gura kʼ ə m i s [end]	[start] Gura kʼ a m b i s [end]
[start] Gura ʔ ɨ m a r [end]	[start] Gura ʔ ɨ m a r [end]
[start] Gura j ɨ x a t [end]	[start] Gura j a h u t [end]
[start] Gura b ə kʼ o l ə [end]	[start] Gura b ə kʼ w o lː o [end]
[start] Gura w ɨ tʼ ə t [end]	[start] Gura w ɨ tʼ ə t [end]
[start] Gura ʔ ɨ m i r [end]	[start] Gura ʔ ɨ m ɨ r [end]
[start] Gura m ə r k a m a [end]	[start] Gura m ə r k a m a [end]
[start] Gura ʔ ɨ x i [end]	[start] Gura ʔ ə h ɨ r [end]
[start] Gura s e m ə [end]	[start] Gura ʃ e m ə ʔ [end]
[start] Gura r ə x ə b ə [end]	[start] Gura n ə k ə b ə [end]
[start] Gura b ɨ ʃ ə [end]	[start] Gura b ɨ ʃ ə [end]
[start] Gura kʼ ɨ d a [end]	[start] Gura kʼ ə tʼ a n s ə n b ə t [end]
[start] Gura ʔ a n ə [end]	[start] Gura ʔ a ʒ ə [end]
[start] Gura h ɨ n o m [end]	[start] Gura x ɨ n u [end]
[start] Gura n ə g ə [end]	[start] Gura n ə g ə [end]
[start] Gura b ə t ə t [end]	[start] Gura b ə t ɨ t [end]
[start] Gura g ɨ n dʒ ə [end]	[start] Gura dʒ j i ʃ ə [end]
[start] Gura kʼ ə b ə t o [end]	[start] Gura kʼ ə b ə tː o [end]
[start] Gura dʒ ɨ m a t [end]	[start] Gura dʒ ɨ m a t [end]
[start] Gura h a g ə z [end]	[start] Gura ʔ a g ə z ə m [end]
[start] Gura b ə kʼ i [end]	[start] Gura b ə kʼ ɨ r [end]
[start] Gura h ɨ t a [end]	[start] Gura x j ɨ t [end]
[start] Gura b ə r a m a [end]	[start] Gura w ə r tʃʼ u m a [end]
[start] Gura z ɨ x [end]	[start] Gura z ɨ [end]
[start] Gura ʔ ɨ n d e j a [end]	[start] Gura ʔ e t ə t a [end]
[start] Gura h ɨ n ə [end]	[start] Gura h ɨ n ə [end]
[start] Gura ʔ a n g a tʃː a [end]	[start] Gura ʔ a n g a tʃ a [end]
[start] Gura h ɨ t a [end]	[start] Gura h u t [end]
[start] Gura g ə n tʃ ə [end]	[start] Gura g o n tʃ ə [end]
[start] Gura d ə n g ə ɲː ə [end]	[start] Gura d ə n g ə ɲː ə [end]
[start] Gura ʔ a s ə b ə [end]	[start] Gura ʔ a sː o [end]
[start] Gura ʔ ə x w a [end]	[start] Gura ʔ ə k w a [end]
[start] Gura ʔ ɨ x a [end]	[start] Gura ʔ ɨ x a [end]
[start] Gura tʼ ɨ kʼ u [end]	[start] Gura tʼ ɨ kʼ u r [end]
[start] Gura h ɨ n i [end]	[start] Gura ʔ ɨ nː ɨ m [end]
[start] Gura j ɨ kʼ i [end]	[start] Gura n ɨ kʼ j ə [end]
[start] Gura tʃ ə g ə r [end]	[start] Gura tʃ ə k ə r ə m [end]
[start] Gura m ɨ s a [end]	[start] Gura m w ə s a [end]
[start] Gura t ɨ k ə [end]	[start] Gura t ɨ k ə [end]
[start] Gura g ɨ j ə [end]	[start] Gura g ɨ j ə [end]
[start] Gura kʼ w ə n tʃʼ [end]	[start] Gura kʼ w ə n tʃʼ ə [end]
[start] Gura g u n ə r [end]	[start] Gura g u n ə r [end]
[start] Gura g u n ə r [end]	[start] Gura g u n ə r [end]
[start] Gura b ɨ m a r [end]	[start] Gura n ə m ɨ r [end]
[start] Gura m e n a [end]	[start] Gura m e n a [end]
[start] Gura kʼ ə s ə m [end]	[start] Gura kʼ ə s ɨ m [end]
[start] Gura kʼ a r e j a [end]	[start] Gura kʼ a r i [end]
[start] Gura l e b a [end]	[start] Gura n e b a [end]
[start] Gura dʒ ɨ n dʒ i r [end]	[start] Gura dʒ ə n dʒ ɨ r [end]
[start] Gura g ə b a t [end]	[start] Gura g ə p a t [end]
[start] Gura t ə t e [end]	[start] Gura w ə t e [end]
[start] Gura k u t a r a [end]	[start] Gura k u t a r a [end]
[start] Gura g w ə p a [end]	[start] Gura g w ə p ə [end]
[start] Gura d a n g a [end]	[start] Gura d a n g a [end]
[start] Gura kʼ a w a [end]	[start] Gura kʼ a w a [end]
[start] Gura tʃ ə w a tʃ [end]	[start] Gura tʃ ə w a tʃ [end]
[start] Gura kʼ ə b ə r ə [end]	[start] Gura kʼ ə w ə r ə [end]
[start] Gura h ɨ n [end]	[start] Gura x ɨ n [end]
[start] Gura kʼ ə n ə m ə [end]	[start] Gura kʼ ə n d m ə m [end]
[start] Gura t ə x a n kʼ [end]	[start] Gura t ə h ʔ a n g j e [end]
[start] Gura m ɨ r a [end]	[start] Gura m ɨ r kʼ a r [end]
[start] Gura g eː m [end]	[start] Gura g a m w a [end]
[start] Gura tʃ ə n ə [end]	[start] Gura tʃ ə n ə [end]
[start] Gura dʒ ə p ə r ə [end]	[start] Gura dʒ ə p ə r ə [end]
[start] Gura ʔ a z a t [end]	[start] Gura ʔ o w z a t [end]
[start] Gura ʔ ɨ m a m [end]	[start] Gura ʔ e m a [end]
[start] Gura tʃʼ eː t e [end]	[start] Gura tʃʼ e t [end]
[start] Gura b ə tʃʼ ə kʼ ə m [end]	[start] Gura m ə tʃʼ ə kʼ ə m [end]
[start] Gyeto d ə m [end]	[start] Gyeto d ə m [end]
[start] Gyeto ʔ a x m [end]	[start] Gyeto ʔ a t ɨ m [end]
[start] Gyeto g ə m ə r a [end]	[start] Gyeto g a m e r a [end]
[start] Gyeto d a b ə [end]	[start] Gyeto d a m ə r a [end]
[start] Gyeto s ɨ g u s [end]	[start] Gyeto n ɨ g w s [end]
[start] Gyeto b ə kʼ ʔ ə r [end]	[start] Gyeto b u kʼ u r a [end]
[start] Gyeto ʔ a x ə [end]	[start] Gyeto ʔ a t [end]
[start] Gyeto r u z [end]	[start] Gyeto r u z [end]
[start] Gyeto s ə b a [end]	[start] Gyeto s ə b a t [end]
[start] Gyeto ʔ a n [end]	[start] Gyeto ʔ a tʃʼ ɨ r [end]
[start] Gyeto s ɨ dː ʔ s t [end]	[start] Gyeto s ɨ d ɨ s t [end]
[start] Gyeto ʔ a s [end]	[start] Gyeto ʔ a s ɨ r [end]
[start] Gyeto s ə s t [end]	[start] Gyeto s o ʔ o s t [end]
[start] Gyeto ʔ a m u s [end]	[start] Gyeto ʔ a m u s [end]
[start] Gyeto m ə n [end]	[start] Gyeto m w a n [end]
[start] Gyeto d ə b ə r ə [end]	[start] Gyeto d a pː ə r ə [end]
[start] Gyeto tʼ ɨ b ə [end]	[start] Gyeto tʼ u [end]
[start] Gyeto s ə tʃʼ ə j ə [end]	[start] Gyeto s ə tʃʼ ə [end]
[start] Gyeto ʔ ɨ n [end]	[start] Gyeto ʔ ai̯ n [end]
[start] Gyeto ʔ a r a t [end]	[start] Gyeto ʔ a r b ʔ a t [end]
[start] Gyeto m u l a [end]	[start] Gyeto m u r ʔ a [end]
[start] Gyeto f ə r ə z [end]	[start] Gyeto f ə r ə z [end]
[start] Gyeto kʼ ɨ m a l [end]	[start] Gyeto kʼ ɨ m a r [end]
[start] Gyeto b ə r a [end]	[start] Gyeto b a w r a [end]
[start] Gyeto d ɨ b a kʼ [end]	[start] Gyeto tʼ ə b kʼ u l a [end]
[start] Gyeto ʔ ɨ r ə b [end]	[start] Gyeto ʔ ə r o [end]
[start] Gyeto ʔ ɨ fː a s [end]	[start] Gyeto n ɨ f a s [end]
[start] Gyeto s ə fː ə s ə m [end]	[start] Gyeto n ə f ə s ə [end]
[start] Gyeto s ɨ m u [end]	[start] Gyeto s u w ɨ r [end]
[start] Gyeto ʔ a m ɨ s t [end]	[start] Gyeto ʔ a m ʔ ɨ s t [end]
[start] Gyeto z ɨ n a b [end]	[start] Gyeto z ɨ r a m [end]
[start] Gyeto tʼ ə b a [end]	[start] Gyeto tʼ ə p w ə [end]
[start] Gyeto s ɨ j ə j [end]	[start] Gyeto s ɨ n e ʔ [end]
[start] Gyeto kʼ a l [end]	[start] Gyeto kʼ a r [end]
[start] Gyeto ʔ a m b [end]	[start] Gyeto ʔ a m b ɨ r [end]
[start] Gyeto tʼ ə r ə kʼ [end]	[start] Gyeto tʼ ə r ə kʼ [end]
[start] Gyeto ʔ ɨ n kʼ w ə [end]	[start] Gyeto ʔ ɨ n kʼ u r a [end]
[start] Gyeto ʔ a b a [end]	[start] Gyeto ʔ a b [end]
[start] Gyeto ʔ ɨ z [end]	[start] Gyeto ʔ ɨ n z ɨ r [end]
[start] Gyeto ʔ a n g ə [end]	[start] Gyeto ʔ a n g ə t [end]
[start] Gyeto ʒ ə tʼ [end]	[start] Gyeto ʒ ə tʼ ə [end]
[start] Gyeto ʔ ə t ə r ə [end]	[start] Gyeto g a r ə r ə [end]
[start] Gyeto t ə n [end]	[start] Gyeto t ə n [end]
[start] Gyeto h ɨ x t [end]	[start] Gyeto x w e t [end]
[start] Gyeto ʔ a x ə [end]	[start] Gyeto ʔ a x m a [end]
[start] Gyeto b ə z ə m [end]	[start] Gyeto b ə kʼ ə [end]
[start] Gyeto z ə x w ə [end]	[start] Gyeto ʒ ə x w ə r a [end]
[start] Gyeto ʔ ɨ s w ə [end]	[start] Gyeto ʔ a tʼ e b ə t [end]
[start] Gyeto t u mː a [end]	[start] Gyeto t u mː ə [end]
[start] Gyeto m ɨ d a d [end]	[start] Gyeto m ɨ d a d [end]
[start] Gyeto ʔ ɨ g [end]	[start] Gyeto ʔ ə g ɨ r [end]
[start] Gyeto ʔ ə x a [end]	[start] Gyeto ʔ ə x w a [end]
[start] Gyeto s ə h a [end]	[start] Gyeto s a x ə n [end]
[start] Gyeto s ə g ə [end]	[start] Gyeto s ə m b ə t [end]
[start] Gyeto d a b o [end]	[start] Gyeto d a p a [end]
[start] Gyeto w ɨ r [end]	[start] Gyeto w ɨ r [end]
[start] Gyeto z ɨ z ə z [end]	[start] Gyeto b ə r z a z a ʃ ə [end]
[start] Gyeto f ɨ j ə j [end]	[start] Gyeto f e kʼ [end]
[start] Gyeto m ə kʼ ʔ ə [end]	[start] Gyeto m o kʼ [end]
[start] Gyeto tʼ ai̯ [end]	[start] Gyeto tʼ ai̯ [end]
[start] Gyeto w ɨ z a t [end]	[start] Gyeto w ə z a t [end]
[start] Gyeto ʔ ə n g ə [end]	[start] Gyeto m a r ə d ə ɲ ə [end]
[start] Gyeto m ɨ s t [end]	[start] Gyeto m ɨ ʃ t [end]
[start] Gyeto ʔ a l g a [end]	[start] Gyeto ʔ a r g a [end]
[start] Gyeto ʔ ɨ m a r [end]	[start] Gyeto ʔ ɨ m a r [end]
[start] Gyeto j ə x a t [end]	[start] Gyeto ʔ ɨ x w t a [end]
[start] Gyeto k ə n f ə r [end]	[start] Gyeto k ə n f ə r [end]
[start] Gyeto b ə z o g ə [end]	[start] Gyeto b o kʼ o lː o [end]
[start] Gyeto s ə b s [end]	[start] Gyeto s ə b [end]
[start] Gyeto w ɨ tʼ [end]	[start] Gyeto w ɨ tʼ ə t [end]
[start] Gyeto t ɨ r a s [end]	[start] Gyeto t ə r a s [end]
[start] Gyeto ʔ ɨ m [end]	[start] Gyeto ʔ ɨ m ɨ r [end]
[start] Gyeto kʼ ə kʰ [end]	[start] Gyeto kʼ ə tʃʼ ɨ r [end]
[start] Gyeto m ə r k a m a [end]	[start] Gyeto m ə r k a m a [end]
[start] Gyeto ʔ ɨ x [end]	[start] Gyeto ʔ ə x ɨ r [end]
[start] Gyeto b u n a [end]	[start] Gyeto b u n o [end]
[start] Gyeto s e m ə j a [end]	[start] Gyeto ʃ e m ə [end]
[start] Gyeto r ə x ə b ə [end]	[start] Gyeto n ə k ə b ə [end]
[start] Gyeto b ɨ s ə [end]	[start] Gyeto b ɨ ʃ a [end]
[start] Gyeto kʼ ə g a m [end]	[start] Gyeto kʼ ə tʼ a ts ə m b ə t [end]
[start] Gyeto d ɨ n g ə [end]	[start] Gyeto d ɨ n g ə t [end]
[start] Gyeto x ɨ n ə m [end]	[start] Gyeto x ɨ n ə w a [end]
[start] Gyeto n ə g ə [end]	[start] Gyeto n ə g ə [end]
[start] Gyeto b ə x ɨ t [end]	[start] Gyeto b ə tː ə t [end]
[start] Gyeto g ɨ n ʃ [end]	[start] Gyeto g i ʃ ə [end]
[start] Gyeto kʼ ə b ə t ə [end]	[start] Gyeto kʼ ə b ə t o ʔ ə [end]
[start] Gyeto dʒ ɨ m a t [end]	[start] Gyeto dʒ i m ʔ a t [end]
[start] Gyeto b ə z ə r [end]	[start] Gyeto b ə kʼ ɨ r [end]
[start] Gyeto b ə r a m [end]	[start] Gyeto b w ə r tʃʼ ə m a [end]
[start] Gyeto z ɨ x [end]	[start] Gyeto z ə [end]
[start] Gyeto ʔ ɨ d ə d a [end]	[start] Gyeto ʔ ai̯ t ə x t a [end]
[start] Gyeto ʔ a n g a tʃː a [end]	[start] Gyeto ʔ a n g a tʃ a [end]
[start] Gyeto h ɨ t a [end]	[start] Gyeto x u t a [end]
[start] Gyeto g ə n tʃ ə [end]	[start] Gyeto g w ə n tʃ ə [end]
[start] Gyeto d ə n g ə [end]	[start] Gyeto d ə n g ə ɲ ə [end]
[start] Gyeto ʔ a s ə b ə [end]	[start] Gyeto ʔ a s ə w ə [end]
[start] Gyeto z ə s ə kʼ [end]	[start] Gyeto n ə tʼ ə kʼ ə [end]
[start] Gyeto ʔ ə x w a [end]	[start] Gyeto ʔ ə k w a [end]
[start] Gyeto ʔ ɨ x a [end]	[start] Gyeto ʔ i x a [end]
[start] Gyeto tʼ ɨ kʼ u [end]	[start] Gyeto l ɨ kʼ u r [end]
[start] Gyeto ʔ ɨ n [end]	[start] Gyeto ʔ ɨ nː ɨ ʔ [end]
[start] Gyeto ʔ ɨ ʔ ə j ə [end]	[start] Gyeto n ɨ k i j ə [end]
[start] Gyeto tʃ ə k ə r [end]	[start] Gyeto tʃ ə k ə r ə [end]
[start] Gyeto m ɨ s a [end]	[start] Gyeto m w ə s a [end]
[start] Gyeto d a x a [end]	[start] Gyeto d a tː ə [end]
[start] Gyeto t ɨ x [end]	[start] Gyeto t ɨ k ə [end]
[start] Gyeto g ɨ j ə [end]	[start] Gyeto g ɨ j ə [end]
[start] Gyeto kʼ w ə n [end]	[start] Gyeto kʼ w ə n tʃ ə [end]
[start] Gyeto g u n ə r [end]	[start] Gyeto g u n ʔ ə r [end]
[start] Gyeto g u n ə r [end]	[start] Gyeto g u n ʔ ə r [end]
[start] Gyeto b ə m a r [end]	[start] Gyeto m ə m a r [end]
[start] Gyeto m e n a [end]	[start] Gyeto m ai̯ n a [end]
[start] Gyeto kʼ ə s ə m [end]	[start] Gyeto kʼ ə s ə m [end]
[start] Gyeto dʒ ə n dʒ [end]	[start] Gyeto d ɨ n dʒ ɨ r [end]
[start] Gyeto ʔ a r b [end]	[start] Gyeto ʔ a r ɨ b [end]
[start] Gyeto g ə b a t [end]	[start] Gyeto g ə p a t [end]
[start] Gyeto k u x a [end]	[start] Gyeto k u t a r a [end]
[start] Gyeto g w ə p [end]	[start] Gyeto g w ə p ai̯ [end]
[start] Gyeto d a n g a [end]	[start] Gyeto d a n g a [end]
